customer_id,customer_name,email,registration_date,customer_type
CUST00374,Wendy Camacho,jacquelineanderson@example.org,2026-03-26,REGULAR
CUST00375,Sandra Juarez,kburns@example.net,2025-01-18,REGULAR
CUST00376,Jason Hayes,powellkara@example.net,2025-06-27,REGULAR
CUST00377,Jackie Clements,brandi17@example.net,2026-03-22,REGULAR
CUST00378,Heather Brown,brobinson@example.org,2024-03-21,PREMIUM
CUST00379,Frank Campbell MD,ashleewashington@example.com,2025-09-26,REGULAR
CUST00380,Pamela Williams,ksmith@example.com,2025-08-20,REGULAR
CUST00381,William Patterson,nicoleturner@example.com,2025-10-15,REGULAR
CUST00382,Isaac Miller,brettgarrett@example.net,2025-11-13,PREMIUM
CUST00383,Cynthia Rios,smiththomas@example.org,2025-04-21,REGULAR
CUST00384,Kelly Wallace,dominguezlisa@example.com,2024-06-10,REGULAR
CUST00385,Karen Perez,crosscurtis@example.com,2024-12-19,REGULAR
CUST00386,Edwin Reyes,darlenebyrd@example.org,2025-03-10,REGULAR
CUST00387,Alejandra Santos,nbell@example.net,2024-11-05,VIP
CUST00388,Tamara Jensen,fheath@example.org,2026-05-23,REGULAR
CUST00389,Bryce Blair,sylvia52@example.org,2025-01-25,REGULAR
CUST00390,Bradley Tran,kimberly04@example.org,2024-10-29,REGULAR
CUST00391,Katrina Adkins,debbie37@example.com,2026-04-29,REGULAR
CUST00392,Jonathan Wheeler,hatfieldsarah@example.org,2024-01-09,PREMIUM
CUST00393,Ryan Fisher,kathrynbest@example.org,2026-03-07,PREMIUM
CUST00394,Austin Baker,livingstonstacy@example.com,2026-02-02,PREMIUM
CUST00395,Lori Mason,zhenderson@example.org,2026-07-13,PREMIUM
CUST00396,Kimberly Hernandez,collinswilliam@example.org,2024-08-23,PREMIUM
CUST00397,Brittney Murphy,collinssamuel@example.org,2024-08-12,REGULAR
CUST00398,Brandon Hamilton,dsalazar@example.com,2024-09-13,REGULAR
CUST00399,Mary Thompson,zimmermanjacqueline@example.org,2026-07-14,REGULAR
CUST00400,Gregory Holmes PhD,gary24@example.net,2024-11-12,REGULAR
CUST00401,Patricia Johnson,enelson@example.com,2025-01-08,REGULAR
CUST00402,Laura Jones,ddixon@example.com,2024-10-29,PREMIUM
CUST00403,Carol Moore,shannonemily@example.org,2024-06-28,REGULAR
CUST00404,Jordan Williams,sanchezthomas@example.com,2025-07-06,REGULAR
CUST00405,Cassidy Horne,tranrobin@example.net,2026-07-24,PREMIUM
CUST00406,Courtney Wright,joseph19@example.com,2024-09-20,VIP
CUST00407,Michael Williams,lindajarvis@example.com,2024-10-29,PREMIUM
CUST00408,John Campbell,mark87@example.org,2025-04-24,REGULAR
CUST00409,Eddie Mueller,stevenvargas@example.com,2024-08-19,VIP
CUST00410,Dr. Morgan Payne PhD,adamortiz@example.org,2026-04-03,REGULAR
CUST00411,Makayla Steele,tapiaaaron@example.net,2026-03-20,REGULAR
CUST00412,Oscar Parker,alyssaallen@example.com,2025-07-03,REGULAR
CUST00413,Valerie Thomas,christopher38@example.com,2025-11-19,REGULAR
CUST00414,Jacqueline Villegas,carpenterwilliam@example.net,2026-04-22,PREMIUM
CUST00415,Angela Bradley,ibates@example.org,2024-04-20,REGULAR
CUST00416,Samuel Howe,vhaynes@example.com,2025-09-26,REGULAR
CUST00417,Dillon Jones,derekcarrillo@example.org,2025-09-16,REGULAR
CUST00418,Christopher Owens,wmartinez@example.org,2025-10-12,PREMIUM
CUST00419,John Phelps,mooregina@example.net,2024-11-05,REGULAR
CUST00420,Amanda Huff,eddie35@example.com,2024-05-23,PREMIUM
CUST00421,Megan Green,anthonysullivan@example.com,2024-11-07,REGULAR
CUST00422,Krista Davis,laradonald@example.org,2024-08-28,REGULAR
CUST00423,Richard Walker,madisonwatson@example.net,2025-04-09,REGULAR
CUST00424,Angela Willis,johnsoncaleb@example.net,2026-01-30,REGULAR
CUST00425,Carl Stein,david70@example.org,2026-01-30,PREMIUM
CUST00426,Jessica Ramsey,rjohnson@example.com,2025-11-01,PREMIUM
CUST00427,Daniel Lopez,sean20@example.net,2025-09-22,PREMIUM
CUST00428,Danielle Phillips,eandrade@example.org,2024-10-13,REGULAR
CUST00429,James Barnes,customer.email.com,2024-08-10,REGULAR
CUST00430,Rachael Howard DDS,kcooper@example.net,2024-08-29,REGULAR
CUST00431,Devin Johnson,anthonycochran@example.com,2025-12-03,REGULAR
CUST00432,William Moreno,terrigarcia@example.net,2025-10-22,REGULAR
CUST00433,Joseph Moody,gallagherstacie@example.net,2024-10-09,VIP
CUST00434,Rebecca Kelly,gregorywatkins@example.net,2026-05-18,REGULAR
CUST00435,Suzanne Johnson,stacey92@example.net,2024-08-05,REGULAR
CUST00436,Sara Cochran,lweaver@example.com,2024-01-22,PREMIUM
CUST00437,Anthony Guzman,foxaaron@example.net,2024-09-06,PREMIUM
CUST00438,Carlos Love,brian29@example.net,2024-07-29,PREMIUM
CUST00439,Patricia Mathis,susan56@example.net,2025-07-21,REGULAR
CUST00440,Eric Taylor,jessicakim@example.net,2026-04-12,REGULAR
CUST00441,Marie Thompson,jeffrey92@example.com,2024-05-31,REGULAR
CUST00442,Michael Anderson,rushstacy@example.com,2026-05-29,VIP
CUST00443,Patricia Bradley,carriemccall@example.net,2025-07-07,PREMIUM
CUST00444,Keith Zuniga,markmiller@example.com,2024-04-22,REGULAR
CUST00445,Mrs. Stacey Davis,sean43@example.org,2025-01-01,REGULAR
CUST00446,Hayley Buchanan,williamssamuel@example.com,2024-01-17,REGULAR
CUST00447,Stacey Snyder,ybell@example.org,2024-05-09,REGULAR
CUST00448,Rachel Lane,franciscojones@example.org,2026-02-02,REGULAR
CUST00449,Fernando Lynn,petersonpamela@example.org,2026-03-07,REGULAR
CUST00450,Kimberly Villanueva,morgantricia@example.com,2024-04-21,REGULAR
CUST00451,Jessica Valdez,gmoore@example.com,2025-09-21,PREMIUM
CUST00452,Colton Terry,donna43@example.org,2026-07-19,REGULAR
CUST00453,Kenneth Larsen,briansmith@example.org,2025-04-14,VIP
CUST00454,Matthew Greene,collinclark@example.net,2024-03-03,PREMIUM
CUST00455,Bradley Anthony,kristen77@example.net,2025-03-12,REGULAR
CUST00456,Martin Hughes,nicole52@example.com,2026-07-20,REGULAR
CUST00457,Jeremiah Baker,anne21@example.org,2024-03-23,REGULAR
CUST00458,Rhonda Gutierrez,angelarandall@example.net,2024-03-08,REGULAR
CUST00459,Joseph Camacho,parmstrong@example.com,2025-10-10,REGULAR
CUST00460,James Nash,shawrachel@example.net,2024-11-28,VIP
CUST00461,Lisa Martinez,kthompson@example.org,2025-06-27,REGULAR
CUST00462,Beth Henderson,oharris@example.org,2025-09-11,REGULAR
CUST00463,Deanna Bartlett,millerangela@example.net,2025-12-19,PREMIUM
CUST00464,Donald Ellis,buchanancindy@example.net,2025-10-28,PREMIUM
CUST00465,Ashley Hernandez,buckleyanna@example.org,2024-08-08,REGULAR
CUST00466,Sharon Beard,pbaker@example.com,2024-08-21,REGULAR
CUST00467,Kara Jackson,mthomas@example.net,2025-04-09,REGULAR
CUST00468,Amanda Preston,hannah07@example.com,2024-04-07,REGULAR
CUST00469,Alicia Roth,larry71@example.org,2025-11-12,REGULAR
CUST00470,William Ramos,joseph69@example.net,2024-06-05,REGULAR
CUST00471,Jeremy Mcintyre,wfigueroa@example.net,2026-05-01,REGULAR
CUST00472,Samantha Robertson,cameronmckinney@example.com,2024-04-08,PREMIUM
CUST00473,Samuel Suarez,thompsonnancy@example.org,2025-07-23,REGULAR
CUST00474,Danielle Bryant,janet45@example.com,2025-07-29,REGULAR
CUST00475,Madison Martinez,allentracy@example.com,2024-05-05,REGULAR
CUST00476,Seth Matthews,max41@example.com,2025-11-12,PREMIUM
CUST00477,Anthony Nash,mercedesholland@example.net,2026-01-08,VIP
CUST00478,Matthew Palmer,wellsdavid@example.org,2025-09-06,REGULAR
CUST00479,Alejandra King,jennifer46@example.com,2025-08-14,REGULAR
CUST00480,Judy Robinson,erica96@example.net,2025-11-03,REGULAR
CUST00481,Jorge Bates,anna99@example.com,2024-04-20,PREMIUM
CUST00482,Brian Brown,danielle44@example.net,2025-01-11,PREMIUM
CUST00483,Stephanie Evans,zacharyallen@example.org,2025-08-10,PREMIUM
CUST00484,Rebekah Greene,erin07@example.com,2026-05-15,VIP
CUST00485,Jason Price,aguilarwanda@example.org,2026-04-18,REGULAR
CUST00486,Micheal Parks,qknox@example.com,2025-10-20,REGULAR
CUST00487,Sarah Pittman,kellyruiz@example.net,2025-11-04,REGULAR
CUST00488,Robert Hines,staceylam@example.net,2024-10-06,PREMIUM
CUST00489,Henry Garner,robert55@example.com,2024-12-25,REGULAR
CUST00490,Julie Wilson,delacruzbrandy@example.net,2024-05-26,REGULAR
CUST00491,Steve Mason,amoreno@example.org,2024-03-12,PREMIUM
CUST00492,Brittany Gay,robert97@example.org,2024-02-01,PREMIUM
CUST00493,Mike Maxwell,lcook@example.com,2024-08-08,REGULAR
CUST00494,Abigail Hill,barbaramoore@example.org,2024-12-15,REGULAR
CUST00495,Jeffrey Jordan,ysanford@example.org,2026-01-08,PREMIUM
CUST00496,Curtis Watson,mcclainkatherine@example.net,2025-08-04,REGULAR
CUST00497,Michael Sims,jeremywiley@example.com,2024-02-23,REGULAR
CUST00498,James Chapman,cameronwilliams@example.com,2025-09-24,REGULAR
CUST00499,Joseph Warren,ibarron@example.com,2024-10-05,REGULAR
CUST00500,Katherine Christensen MD,osmith@example.net,2025-05-12,REGULAR
CUST00501,Mrs. Alison Wagner,richardsondebra@example.org,2024-10-06,PREMIUM
CUST00502,Martin Wise,wheelerbrandon@example.org,2024-04-26,REGULAR
CUST00503,Alicia Norris,hwallace@example.net,2024-10-17,REGULAR
CUST00504,Michael Harris,turnerdorothy@example.net,2025-11-14,REGULAR
CUST00505,Lisa Haynes,grivas@example.net,2025-02-08,REGULAR
CUST00506,Autumn Wilson,jimenezchelsea@example.com,2024-07-28,PREMIUM
CUST00507,Valerie Howard,cphillips@example.net,2026-02-24,PREMIUM
CUST00508,Daniel Fitzpatrick MD,smithchristopher@example.org,2024-10-23,REGULAR
CUST00509,Maureen Hernandez,chancharles@example.net,2025-05-24,REGULAR
CUST00510,David Hall,joseph01@example.org,2025-01-24,PREMIUM
CUST00511,Sarah Ward,ronald11@example.org,2025-05-27,PREMIUM
CUST00512,Charles Holland,michael79@example.com,2026-04-05,REGULAR
CUST00513,Anna Briggs,danielross@example.com,2026-06-01,REGULAR
CUST00514,James Jefferson,zbanks@example.org,2025-04-15,PREMIUM
CUST00515,Michael Brown,dalepruitt@example.com,2025-08-12,REGULAR
CUST00516,Meghan White,nmaxwell@example.org,2025-12-27,REGULAR
CUST00517,Sheryl Acosta,timothyfreeman@example.com,2024-04-27,REGULAR
CUST00518,Arthur Pena,busherica@example.net,2024-11-28,PREMIUM
CUST00519,Krystal Levine,april91@example.com,2025-09-24,PREMIUM
CUST00520,Danielle Reed,jhernandez@example.net,2026-07-30,REGULAR
CUST00521,Mason Moore,kchristian@example.org,2026-05-14,REGULAR
CUST00522,Erica Rivera,brent38@example.net,2025-08-26,REGULAR
CUST00523,Robert Miller,csolis@example.org,2025-02-09,PREMIUM
CUST00524,Jillian Wilson,bmcgee@example.org,2024-08-14,PREMIUM
CUST00525,Andrew Dunn,connersylvia@example.net,2024-03-19,REGULAR
CUST00526,Jordan Clark,xclements@example.org,2025-06-27,REGULAR
CUST00527,Sarah Rivera,xmoran@example.net,2026-03-05,REGULAR
CUST00528,Brent Hopkins,petersonmaria@example.com,2026-04-18,PREMIUM
CUST00529,Jacqueline Rodriguez,travisunderwood@example.net,2024-08-29,REGULAR
CUST00530,Ashley Carr,davidphelps@example.org,2024-07-21,REGULAR
CUST00531,Richard Love,shermanbrandon@example.net,2026-02-17,REGULAR
CUST00532,Leah Barton,lellis@example.net,2026-03-02,REGULAR
CUST00533,Jonathan Moreno,tranryan@example.net,2026-02-11,PREMIUM
CUST00534,Mr. Thomas Thompson,jessicaanderson@example.com,2025-04-04,REGULAR
CUST00535,Lisa Morris,mbarnes@example.net,2025-10-01,PREMIUM
CUST00536,Denise Stuart,shawn22@example.com,2025-10-04,REGULAR
CUST00537,Stacey Hunt,jennifer83@example.org,2024-03-10,REGULAR
CUST00538,Miguel Parks,tinasantos@example.org,2024-11-06,REGULAR
CUST00539,Melissa Morris,hodgesanna@example.net,2024-12-26,REGULAR
CUST00540,Mary Butler,natalie60@example.net,2025-04-17,REGULAR
CUST00541,James Brown,gonzalezkaren@example.org,2025-01-12,REGULAR
CUST00542,Miss Brianna Brown,james80@example.com,2026-06-03,REGULAR
CUST00543,Ashley Parrish,juliahoffman@example.org,2025-06-03,REGULAR
CUST00544,Rebecca Horton,housepaul@example.net,2025-07-21,REGULAR
CUST00545,Juan Smith,james73@example.net,2026-04-09,REGULAR
CUST00546,Maria Fischer,kimberlybrandt@example.com,2024-11-25,REGULAR
CUST00547,William Jones,jillwilson@example.org,2024-06-03,REGULAR
CUST00548,Justin Anderson,adam72@example.org,2026-04-10,VIP
CUST00549,Frank Williams,tracy98@example.com,2024-03-27,REGULAR
CUST00550,Michael Fox,missingdomain@,2024-02-10,PREMIUM
CUST00551,Joshua Davis,nicolealvarado@example.com,2025-03-25,REGULAR
CUST00552,Daniel Goodwin,wbarajas@example.net,2024-06-11,REGULAR
CUST00553,Michael Griffin,susanfleming@example.com,2024-10-16,REGULAR
CUST00554,Robert Wilson,amber40@example.net,2024-12-12,REGULAR
CUST00555,Jaime Lang,stucker@example.net,2025-10-08,REGULAR
CUST00556,Jose Vaughan,teresaayala@example.net,2024-12-03,REGULAR
CUST00557,Austin Santiago,invalidemail.com,2025-01-30,REGULAR
CUST00558,Ronald Johns,elucas@example.net,2026-05-22,VIP
CUST00559,Allison Love,millerbrian@example.com,2025-09-09,REGULAR
CUST00560,Laura Perez,rickey76@example.com,2025-08-19,PREMIUM
CUST00561,James Wilson,maychristine@example.net,2024-11-13,REGULAR
CUST00562,Mercedes Jones,robertsgina@example.net,2025-02-05,REGULAR
CUST00563,Preston Kim,bshort@example.com,2024-03-27,REGULAR
CUST00564,Daniel Francis,susan24@example.net,2025-10-20,PREMIUM
CUST00565,Traci Camacho,susan08@example.net,2025-11-17,REGULAR
CUST00566,Andrew Armstrong,fmedina@example.com,2025-11-17,REGULAR
CUST00567,Patrick Swanson,robertbrewer@example.net,2024-01-19,REGULAR
CUST00568,Clinton Jensen,james29@example.org,2024-08-07,PREMIUM
CUST00569,Tara Gamble,enewman@example.com,2025-05-12,REGULAR
CUST00570,Danielle Gonzalez,wlynn@example.org,2024-05-20,REGULAR
CUST00571,Cynthia Mitchell,mcculloughlouis@example.com,2026-05-14,REGULAR
CUST00572,Matthew Steele,arianadiaz@example.com,2025-07-06,REGULAR
CUST00573,Caroline Edwards,jenniferdavidson@example.com,2024-12-10,REGULAR
CUST00574,Brandy Quinn,wford@example.com,2025-01-20,REGULAR
CUST00575,Mr. Matthew Miller,michele28@example.org,2026-05-01,PREMIUM
CUST00576,Stephen Jones,mcclainmelissa@example.net,2024-06-18,REGULAR
CUST00577,Kevin Sullivan,rebeccaarnold@example.net,2025-01-08,VIP
CUST00578,Kimberly Valdez,michaelwalker@example.net,2025-09-17,PREMIUM
CUST00579,Donna Marshall,sanderswayne@example.net,2026-03-13,REGULAR
CUST00580,Victor Holden,katherinetaylor@example.org,2024-09-01,VIP
CUST00581,Travis Hopkins,jillwebb@example.com,2026-03-14,PREMIUM
CUST00582,Philip Hall,mike03@example.net,2024-07-17,REGULAR
CUST00583,Heather Harrison,ckeith@example.net,2025-08-07,REGULAR
CUST00584,Michael Boyd,mary49@example.net,2024-10-15,REGULAR
CUST00585,Jamie Gray,blacknicholas@example.org,2025-03-04,PREMIUM
CUST00586,Heather Parrish,msparks@example.org,2026-03-31,REGULAR
CUST00587,Brenda Martin,robertsonjuan@example.org,2024-09-13,REGULAR
CUST00588,Jack Love,guerrerorobert@example.com,2026-06-14,REGULAR
CUST00589,Karen Mendoza,brittanyholland@example.com,2024-04-15,PREMIUM
CUST00590,Andrew Berry,dennishunt@example.net,2024-10-18,PREMIUM
CUST00591,Christopher Nielsen,kgreene@example.net,2024-10-06,PREMIUM
CUST00592,Nathan Stanley,stacey37@example.net,2024-05-30,REGULAR
CUST00593,Sharon Jackson DVM,laurahoover@example.org,2026-07-21,PREMIUM
CUST00594,Kayla Jackson,sandra99@example.org,2026-06-24,PREMIUM
CUST00595,James Rodriguez,alexandrablankenship@example.net,2025-02-28,REGULAR
CUST00596,Chase Davis,mvalenzuela@example.org,2025-01-17,REGULAR
CUST00597,Kim Goodwin,olsondavid@example.net,2024-03-24,REGULAR
CUST00598,April Pace,xboyd@example.org,2024-11-22,PREMIUM
CUST00599,Jessica Mays,yclarke@example.com,2025-10-27,PREMIUM
CUST00600,Natalie Juarez,colemanjonathan@example.org,2024-05-20,REGULAR
CUST00601,Angela George,ascott@example.net,2026-04-29,REGULAR
CUST00602,Adrienne Mills,brooksjamie@example.com,2024-05-22,REGULAR
CUST00603,Brian Simmons,jose86@example.net,2024-01-06,REGULAR
CUST00604,Donald Becker,robertbowers@example.com,2024-08-08,REGULAR
CUST00605,Justin Webb,becky62@example.net,2026-01-14,REGULAR
CUST00606,David Logan,craigromero@example.com,2024-04-23,REGULAR
CUST00607,Lisa Cohen,martintamara@example.org,2024-05-04,REGULAR
CUST00608,Samantha Ruiz,qdavis@example.org,2025-10-16,REGULAR
CUST00609,Lee Ramsey,user@,2024-04-23,REGULAR
CUST00610,Linda Bautista,daniellegonzales@example.org,2024-01-17,REGULAR
CUST00611,Tara Holmes,arthurgreene@example.net,2024-09-04,REGULAR
CUST00612,Lisa Craig,john02@example.org,2024-01-02,REGULAR
CUST00613,Penny Gomez MD,aprilmclaughlin@example.org,2025-08-07,REGULAR
CUST00614,Krista Barber,michael43@example.net,2025-11-15,REGULAR
CUST00615,Jordan Powell,greenrichard@example.org,2025-01-04,VIP
CUST00616,Kathy Morgan,prattsue@example.net,2025-07-11,PREMIUM
CUST00617,Laura Benson,xhart@example.org,2025-06-03,REGULAR
CUST00618,Tonya Ellis,bmosley@example.com,2026-06-13,REGULAR
CUST00619,Austin Schultz,ericahall@example.com,2025-01-31,REGULAR
CUST00620,Harry Nichols,john16@example.net,2024-01-17,PREMIUM
CUST00621,Gloria Spencer,thomasgomez@example.net,2024-12-19,PREMIUM
CUST00622,Travis Vega,victorgonzalez@example.net,2025-10-05,PREMIUM
CUST00623,Derek Perez,marykelly@example.org,2026-01-22,REGULAR
CUST00624,Blake Sosa,waustin@example.net,2024-12-26,REGULAR
CUST00625,Sarah Watson,travis94@example.com,2025-10-20,PREMIUM
CUST00626,Phillip Dixon,kwalker@example.org,2025-12-02,VIP
CUST00627,Robert Mendoza,shawphillip@example.net,2025-05-05,REGULAR
CUST00628,Joyce Martinez,astewart@example.org,2024-05-18,PREMIUM
CUST00629,Jamie Garcia,chloe42@example.net,2025-04-13,REGULAR
CUST00630,Derrick Mullen,michael76@example.org,2024-02-14,PREMIUM
CUST00631,Paul Diaz,lramirez@example.net,2024-11-19,REGULAR
CUST00632,Kenneth Perez,lelinda@example.net,2026-04-14,REGULAR
CUST00633,James Thomas,thomassmith@example.com,2024-02-07,REGULAR
CUST00634,Dr. Samuel Holmes DDS,jevans@example.net,2024-12-31,PREMIUM
CUST00635,Brett Martin,lisawoods@example.net,2024-12-05,REGULAR
CUST00636,Patrick Green,ann45@example.org,2025-01-11,PREMIUM
CUST00637,Gregory Frazier,barbarasantos@example.net,2026-01-31,PREMIUM
CUST00638,Richard Kelly,champton@example.org,2025-01-30,VIP
CUST00639,Dustin Welch,mirandadavidson@example.com,2025-05-23,REGULAR
CUST00640,Logan Sullivan,millermatthew@example.com,2026-03-27,REGULAR
CUST00641,Eddie Adams,cnelson@example.com,2024-03-25,REGULAR
CUST00642,Kelly Cole,ivanjohnson@example.net,2025-09-08,REGULAR
CUST00643,David Manning,clarkrandy@example.org,2024-11-24,REGULAR
CUST00644,Shawn Kelley,wisealexandria@example.org,2025-11-07,REGULAR
CUST00645,Luke Miller,pparker@example.net,2025-09-09,REGULAR
CUST00646,Mark Anderson,anthonyalvarado@example.com,2025-03-30,REGULAR
CUST00647,Julie Pitts,amy28@example.org,2026-01-14,REGULAR
CUST00648,Joyce Curry,omills@example.net,2025-03-21,REGULAR
CUST00649,Gregory Fernandez,ramosmichael@example.com,2026-03-21,REGULAR
CUST00650,Adam Mills,mauriceharrison@example.org,2025-10-14,REGULAR
CUST00651,Katherine Campos,albert64@example.net,2026-03-31,VIP
CUST00652,Adam Brooks,bkhan@example.com,2024-05-26,REGULAR
CUST00653,Miguel Brewer,fwalker@example.com,2025-03-24,REGULAR
CUST00654,Kellie Marsh,customer.email.com,2024-08-29,REGULAR
CUST00655,Barry Taylor,walshchristine@example.com,2025-01-27,REGULAR
CUST00656,Katherine Flores,brandonnichols@example.org,2024-06-06,PREMIUM
CUST00657,Diane Martinez,oacosta@example.org,2025-01-15,PREMIUM
CUST00658,Johnny Peterson,kristi75@example.com,2025-08-10,REGULAR
CUST00659,Amanda Miller,brianrowe@example.org,2025-02-11,REGULAR
CUST00660,Catherine Huang,lisa01@example.net,2024-09-12,REGULAR
CUST00661,Ray Ramos,gonzalezjill@example.org,2024-07-09,REGULAR
CUST00662,Vickie Kennedy,sharon20@example.net,2026-07-24,REGULAR
CUST00663,Kelly King,james03@example.org,2026-03-04,PREMIUM
CUST00664,Jeffrey Smith,brenda63@example.org,2024-08-07,REGULAR
CUST00665,Lauren Vazquez,nathandavis@example.org,2026-07-27,REGULAR
CUST00666,Mr. George Booker DDS,browndeanna@example.net,2024-05-18,REGULAR
CUST00667,Ashley Freeman,tina57@example.net,2026-07-09,VIP
CUST00668,Michael Howard,johnwilliams@example.net,2026-04-09,REGULAR
CUST00669,Edward Terry,ashleystephens@example.com,2025-12-27,REGULAR
CUST00670,Denise Guerra,caseymoore@example.com,2024-10-24,PREMIUM
CUST00671,Kimberly Gibson,bgross@example.net,2025-12-29,REGULAR
CUST00672,Patty Allen,barrettamber@example.com,2025-01-05,REGULAR
CUST00673,Michael Cannon,chloemorris@example.net,2024-07-24,REGULAR
CUST00674,Brent Hopkins,not-an-email,2025-05-20,REGULAR
CUST00675,John Garcia,hbarrett@example.net,2025-08-09,REGULAR
CUST00676,Dawn Diaz,smithsamantha@example.net,2025-07-18,REGULAR
CUST00677,Steve Miller PhD,wardjulia@example.com,2024-03-29,REGULAR
CUST00678,Rebecca Brown,allison14@example.org,2026-01-04,REGULAR
CUST00679,Toni Davis,amandalopez@example.net,2026-02-26,PREMIUM
CUST00680,Laura Meza,xreese@example.net,2024-03-16,VIP
CUST00681,Megan Park,kandrade@example.org,2025-10-19,REGULAR
CUST00682,Kathy Sandoval,umahoney@example.net,2025-11-27,REGULAR
CUST00683,Erika Watson PhD,umckenzie@example.net,2026-06-18,REGULAR
CUST00684,Joshua Brooks,michael77@example.com,2024-07-05,REGULAR
CUST00685,Andrew Mitchell,holmesvictoria@example.com,2026-07-21,PREMIUM
CUST00686,William Lewis,andrew48@example.net,2025-06-14,REGULAR
CUST00687,Tammy Moore,stevenseric@example.com,2024-06-14,PREMIUM
CUST00688,Kevin Hall,christopher69@example.org,2024-08-18,PREMIUM
CUST00689,Misty Mcguire,tracynolan@example.net,2025-06-15,PREMIUM
CUST00690,Susan Larson,benjamin96@example.org,2024-09-13,REGULAR
CUST00691,Tammy Cook,hbutler@example.org,2025-07-18,REGULAR
CUST00692,Sarah Mcfarland,hbrown@example.org,2024-11-06,REGULAR
CUST00693,Karl Murphy,ericnunez@example.com,2025-05-29,REGULAR
CUST00694,Nicole Johnston,walkerkeith@example.com,2025-08-17,REGULAR
CUST00695,George Alvarez,kelleyjose@example.com,2025-10-01,REGULAR
CUST00696,Patricia Anderson,timothygonzalez@example.com,2025-07-31,PREMIUM
CUST00697,Christina Gilbert,johnadams@example.com,2024-01-30,REGULAR
CUST00698,Thomas Davis,whenderson@example.org,2025-10-18,REGULAR
CUST00699,Kirk Johnson,gary59@example.com,2024-08-03,REGULAR
CUST00700,Jessica Glass,jamesbrooks@example.net,2025-10-16,REGULAR
CUST00701,Ashley Brown,mistywilkins@example.org,2025-10-04,REGULAR
CUST00702,Robert Torres,njohnson@example.net,2024-11-05,REGULAR
CUST00703,Christina Mills,ana92@example.net,2026-04-06,REGULAR
CUST00704,Alicia Aguilar,scottbrian@example.org,2024-03-15,REGULAR
CUST00705,Lisa Brown,jonesdonna@example.net,2025-03-01,REGULAR
CUST00706,Mary Lin,carternicole@example.com,2024-12-14,REGULAR
CUST00707,James Bray,mckeetodd@example.net,2026-06-01,PREMIUM
CUST00708,Charlotte Mason,tcastro@example.org,2026-05-31,VIP
CUST00709,Thomas Torres,user@,2024-05-13,REGULAR
CUST00710,Harold Garrett,wendyirwin@example.com,2024-04-18,REGULAR
CUST00711,Lori Johns,raymondstacy@example.org,2024-05-05,REGULAR
CUST00712,Steven Sandoval,blairabigail@example.net,2024-05-24,REGULAR
CUST00713,Lori Perez,ashleysimmons@example.com,2025-01-28,REGULAR
CUST00714,Erin Daniels,denisecarpenter@example.net,2026-06-05,PREMIUM
CUST00715,Shari Parker,russellstout@example.org,2025-08-14,REGULAR
CUST00716,Krystal Moore,grantstacy@example.org,2024-06-12,VIP
CUST00717,Ryan Thomas,cannonnicole@example.com,2025-04-23,PREMIUM
CUST00718,Elizabeth Reese,edwin31@example.org,2025-05-24,REGULAR
CUST00719,Phillip Salazar,invalidemail.com,2025-02-06,REGULAR
CUST00720,Michael Howard,manderson@example.com,2024-09-03,REGULAR
CUST00721,Jacqueline Christian,kwells@example.org,2024-02-19,REGULAR
CUST00722,Jason Novak,stephanie33@example.org,2025-09-03,REGULAR
CUST00723,Timothy Duke,dwatts@example.org,2024-10-19,REGULAR
CUST00724,Ricardo Franklin,zcortez@example.net,2024-04-20,REGULAR
CUST00725,Laura Herrera,meyershannon@example.org,2024-09-27,PREMIUM
CUST00726,Danielle Medina,grantzachary@example.net,2025-01-09,REGULAR
CUST00727,Cheryl Gonzales,kim47@example.org,2025-08-06,REGULAR
CUST00728,Louis Brown,stevenlucas@example.org,2025-07-20,REGULAR
CUST00729,Ashley Osborne,phillipmorris@example.org,2025-05-31,PREMIUM
CUST00730,Kevin Marquez,nicoledavis@example.com,2024-10-13,REGULAR
CUST00731,Susan Hogan,davisjasmin@example.net,2024-05-01,VIP
CUST00732,Joseph Cruz,nicholasjames@example.org,2025-02-07,PREMIUM
CUST00733,Krystal Keller,fernandothomas@example.net,2024-12-13,PREMIUM
CUST00734,Eric Cross,lroberts@example.org,2026-02-12,REGULAR
CUST00735,Toni Smith,alexander77@example.net,2025-06-05,REGULAR
CUST00736,Lisa Snyder,briannaalvarez@example.com,2024-02-16,REGULAR
CUST00737,Kyle Smith,christine83@example.org,2024-12-07,REGULAR
CUST00738,Anthony Bailey,melissaestrada@example.net,2024-06-01,PREMIUM
CUST00739,Thomas Williams,kchaney@example.net,2024-05-23,PREMIUM
CUST00740,Matthew Graves,tammycurry@example.com,2024-11-22,REGULAR
CUST00741,Anna Evans,priscilla16@example.net,2025-09-23,REGULAR
CUST00742,John Martinez,mark68@example.org,2025-06-03,REGULAR
CUST00743,Lisa Rodriguez,webbhaley@example.net,2025-12-26,REGULAR
CUST00744,Lee Stewart,sara99@example.com,2026-04-15,REGULAR
CUST00745,Lynn Vasquez,nicolehall@example.com,2025-11-20,VIP
CUST00746,April Johnson,mclaughlinjared@example.net,2025-08-20,PREMIUM
CUST00747,Mrs. Felicia Castro DDS,davidsonhannah@example.com,2026-01-12,REGULAR
CUST00748,Elizabeth Hunter,katie15@example.com,2025-04-30,VIP
